run_name,cfg,Total money_made,Total distance driven,Average profit,Customers served,Customers cancelled,Waiting time,Average free time,Highest earning taxi id,Highest earning taxi per hour,Lowest earning taxi id,Lowest earning taxi per hour
,"cr=closest, ms=batching, bl=0.05",13598.899100852155,5692.449550426081,148.3382046519875,725,0,677.3392729888078,2.5181159474680626,83,87.27761097892538,48,13.174146891818246
,"cr=closest, ms=batching, bl=0.1",14025.732839717975,5863.866419858988,144.41527590726048,754,0,1072.0689042977042,2.7658759856554647,1,38.33143381760804,55,10.506170098828635
,"cr=closest, ms=batching, bl=0.2",14105.919414085578,5897.959707042789,138.99276852340878,752,0,999.2052404283736,2.3703640559449477,89,52.16657531442538,91,0.0
,"cr=shortest, ms=None, bl=None",11860.975616708118,9649.967564437118,119.65038679302035,680,0,972.8982319888707,0.09953215064391804,83,39.39115863105249,74,16.26722453318871
,"cr=longest, ms=None, bl=None",12350.085109641703,9712.817311882607,114.36836975016686,583,0,1490.6503884724295,0.1280531249171705,88,42.602740935002885,91,8.786639597590769
,"cr=closest, ms=None, bl=None",13167.351563257116,6331.610479120204,108.19117697666437,718,0,293.00534831816117,2.0563450507620975,6,33.95070966835936,108,0.0
,"cr=closest, ms=allow_rellocation, bl=None",25821.26650991703,92811.40872159951,68.48098835468981,753,0,0,3.2967963650608962,8,113.96472967613349,106,0.0
,"cr=closest, ms=batching, bl=0.01",14183.347391571688,5914.173695785844,156.632682559211,773,0,442.36372767504776,2.65499971307695,4,38.925912521231304,83,0.0
,"cr=closest, ms=batching, bl=0.05",13775.937538385573,5773.4687691927875,121.35811331295213,728,0,527.1821560926423,3.343791186612805,103,47.91601756628191,104,0.0
,"cr=closest, ms=batching, bl=0.1",13996.488559149086,5828.244279574543,129.60444144680977,769,0,1032.9961307869687,2.9366359635303065,4,35.63852907656446,99,0.0
,"cr=closest, ms=batching, bl=0.2",13474.363463926862,5628.681731963431,127.30543420138324,725,0,358.53075204580267,2.9087618328040135,96,36.04694047345275,68,13.067469893703668
,"cr=shortest, ms=None, bl=None",13876.671484271325,9787.667190293483,125.46461101276448,733,0,1023.7909264653157,0.3823717836997172,93,53.87843179218621,95,0.0
,"cr=longest, ms=None, bl=None",13318.657677795127,10734.09098482231,118.84935617904962,716,0,3024.0664969831537,0.12932110211706743,94,49.63682952302483,70,17.062541000192738
,"cr=closest, ms=None, bl=None",13756.215811882857,7702.878147082289,140.4096572697287,730,0,742.0774534188519,0.8697446666496438,4,38.97978027033001,87,0.0
,"cr=closest, ms=allow_rellocation, bl=None",41943.71440393195,177217.59901584228,71.4307098984995,813,0,0,2.6342431704585714,25,311.92191371664615,88,0.0
,"cr=closest, ms=batching, bl=0.01",14448.74863388863,6046.874316944317,129.79778206372333,767,0,377.81389461167316,2.8729720963731995,97,41.578891517309465,102,0.0
,"cr=closest, ms=batching, bl=0.05",13934.382400440389,5792.6912002201925,107.36003496131383,768,0,375.6964958024881,3.123186325790547,114,40.667667440610884,102,0.0
,"cr=closest, ms=batching, bl=0.1",12888.969951567167,5355.484975783583,128.45514083054837,714,0,777.2326483952843,2.9017129806548607,90,199.41254505607378,91,0.0
,"cr=closest, ms=batching, bl=0.2",12456.60016804168,5169.300084020841,154.36135339510156,693,0,1094.2070835277293,2.102971846354772,73,43.39841013214563,74,20.1633861617618
,"cr=shortest, ms=None, bl=None",13824.925908681005,9207.879581402563,113.0504716264198,738,0,1027.2431307113027,0.796174298418536,102,37.262473621438026,103,0.0
,"cr=longest, ms=None, bl=None",12454.800855042682,9636.077435990826,119.63165190732401,593,0,2478.527258695036,0.11334323309108987,87,43.763285856912134,88,0.0
,"cr=closest, ms=None, bl=None",14269.203607164702,7417.677073586101,119.49222609764008,776,0,934.8069413732751,1.636969236135202,104,63.30949882417095,105,0.0
,"cr=closest, ms=allow_rellocation, bl=None",28435.37323894258,122331.36340625121,42.2244740180035,773,0,0,2.845467147924485,5,205.3303642791793,93,0.0
,"cr=closest, ms=batching, bl=0.01",14097.330285573047,5877.165142786526,152.02232067077347,767,0,841.4433387860166,2.419029426637366,85,83.25662215216666,76,16.641518076374386
,"cr=closest, ms=batching, bl=0.05",12974.229630235632,5419.114815117816,138.26054264200073,700,0,345.66191916179514,2.754797356387592,83,37.00831126429341,86,0.0
,"cr=closest, ms=batching, bl=0.1",13913.87100219914,5782.43550109957,125.07239119587477,775,0,512.0516609371626,3.0599913212893637,4,35.99970140833848,102,0.0
,"cr=closest, ms=batching, bl=0.2",13616.048524215164,5675.524262107581,141.82890536129136,740,0,761.8928840935422,2.3817843694106076,86,47.014039680906016,85,15.599241704433085
,"cr=shortest, ms=None, bl=None",13716.153924692355,10604.978756553111,107.36257567946049,729,0,863.5185036223702,0.15487989789247608,108,61.632337190866465,4,17.619245711260913
,"cr=longest, ms=None, bl=None",12918.0586753178,10489.554214528385,120.22386480457924,692,0,1914.0710275248302,0.062410841368885486,79,29.447791397638923,90,0.0
,"cr=closest, ms=None, bl=None",13820.581649934982,6636.472516687998,127.4825219040549,759,0,566.5455654218911,1.3708966776506193,98,47.89864857698042,92,0.0
,"cr=closest, ms=allow_rellocation, bl=None",36072.799577600934,146715.17833503132,71.59323309143285,780,0,0,2.632179825236412,29,194.56120860494124,93,0.0
,"cr=closest, ms=batching, bl=0.01",13323.66151376315,5553.330756881574,148.9389678339859,725,0,855.2395901842045,2.28061141432644,3,41.42996626137137,74,3.880108317731122
,"cr=closest, ms=batching, bl=0.05",13545.178958370589,5638.589479185296,151.43245198211622,750,0,550.8047355985082,2.702336147285829,82,60.55342607828155,81,0.0
,"cr=closest, ms=batching, bl=0.1",13567.711101158944,5657.355550579472,155.45299988803808,738,0,911.6655841169103,2.183719047499252,7,36.62376768496861,80,0.0
,"cr=closest, ms=batching, bl=0.2",12789.118775097937,5346.059387548969,119.59088671008311,690,0,726.2843325835499,3.0407235048300847,97,50.16875829485268,89,0.0
,"cr=shortest, ms=None, bl=None",14388.225737118883,10356.682996545878,119.58144793990004,750,0,1185.7928271547605,0.32554651207789226,102,43.94638233335073,99,0.0
,"cr=longest, ms=None, bl=None",14662.878128597298,10813.025229956515,119.05021983434278,785,0,2433.9265478239427,0.650216914218542,103,48.208180317855195,104,0.0
,"cr=closest, ms=None, bl=None",13463.805607485565,7440.528039321091,144.28554216411263,730,0,477.9727628315565,0.6246271203669639,2,39.50723118752684,83,0.0
,"cr=closest, ms=allow_rellocation, bl=None",28000.849763238017,110181.74266493772,71.86146060542772,741,0,0,3.0736785817919277,76,203.5799079552289,74,20.3925017876147
,"cr=closest, ms=batching, bl=0.01",13846.395464576048,5774.197732288025,152.91031226648727,759,0,1016.7610351961881,2.5093738065858964,2,38.32285668931883,82,0.0
,"cr=closest, ms=batching, bl=0.05",13018.996118396768,5430.998059198385,165.7332848132929,710,0,1339.4346916234408,2.170014300049288,5,39.340395121674774,62,22.70140695589044
,"cr=closest, ms=batching, bl=0.1",13908.888826120714,5799.444413060358,132.80208274488172,763,0,727.0577307214492,2.706302851346107,1,38.15185817640614,74,4.6011173667157
,"cr=closest, ms=batching, bl=0.2",12664.124391992742,5285.062195996372,131.8989994635622,687,0,610.1384548398287,2.8882880722766937,87,51.21692933484278,88,0.0
,"cr=shortest, ms=None, bl=None",13436.009433605332,9781.341088182311,111.45379821328993,739,0,1260.3172302165456,0.6565178513481101,101,30.809704032902285,102,0.0
,"cr=longest, ms=None, bl=None",13063.66715415641,10131.574730598137,118.6812065380299,643,0,1745.3253322325759,0.10572416853950684,85,31.539971722202658,93,0.0
,"cr=closest, ms=None, bl=None",14206.59294734136,8510.801849425514,147.1109714994854,747,0,957.4857836493447,0.13382448236010586,83,41.79311972463562,84,0.0
,"cr=closest, ms=allow_rellocation, bl=None",32848.40811027434,123353.07811349818,95.090610320636,763,0,0,2.733353607823368,10,249.00059235668712,86,0.0
,"cr=closest, ms=batching, bl=0.01",13580.854012703456,5678.927006351731,125.70776375184968,733,0,329.6376928724791,3.0868819658988786,97,36.679894775676,99,0.0
,"cr=closest, ms=batching, bl=0.05",13841.423337708005,5773.211668854001,132.15396879101257,749,0,378.15708290534195,2.594507698437251,94,55.50730278204185,46,16.981260247610226
,"cr=closest, ms=batching, bl=0.1",14138.930376295895,5915.965188147949,143.9526370962923,760,0,426.88667187990563,2.9024216177133773,88,44.80069451265103,89,0.0
,"cr=closest, ms=batching, bl=0.2",13321.21232445911,5565.606162229555,140.32288611509424,715,0,707.2530305082136,2.884463314659533,80,35.53801211588371,87,0.0
,"cr=shortest, ms=None, bl=None",8269.163182021251,6849.9379819639325,106.14116285582254,541,0,1040.818053041944,0.10814083727382759,58,30.042136541539563,63,0.0
,"cr=longest, ms=None, bl=None",13772.216973393322,10872.06731391722,119.56498464546272,711,0,2109.045681314213,0.07515781391104613,94,37.73804375196844,96,0.0
,"cr=closest, ms=None, bl=None",13796.07136577103,8239.336133445508,136.4966757200217,755,0,825.6224843862406,0.5359213137445666,32,36.45394731164378,87,0.0
,"cr=closest, ms=allow_rellocation, bl=None",25326.691219001932,96436.59007329846,77.42786159413117,751,0,0,2.446063439507377,21,166.77983970531275,78,0.0
,"cr=closest, ms=batching, bl=0.01",14336.45305344146,5972.726526720729,147.66188481008209,794,0,567.1275011242524,2.5777824329136485,86,54.60760276201749,89,0.0
,"cr=closest, ms=batching, bl=0.05",14731.68797153917,6188.343985769582,129.7501843690889,779,0,413.6836573239407,3.0682554258537063,5,37.15669151821172,102,0.0
,"cr=closest, ms=batching, bl=0.1",14752.650833696007,6191.325416848003,146.8954972861566,775,0,802.2336605753882,2.5636744028618814,90,64.34170539764511,92,0.0
,"cr=closest, ms=batching, bl=0.2",13867.77950545396,5807.389752726978,121.01239576103393,737,0,530.506971401657,3.0811140170433617,100,47.87129085571607,103,0.0
,"cr=shortest, ms=None, bl=None",12631.394528013974,10232.590324419425,117.60973847922325,704,0,987.8481922984816,0.09936771057262651,86,42.9268744230437,90,0.0
,"cr=longest, ms=None, bl=None",11767.81579490756,9134.46124844442,125.83447525593246,565,0,790.5173107133091,0.11075791341748868,77,33.32666308010429,79,0.0
,"cr=closest, ms=None, bl=None",14191.864180067565,6999.972710051172,115.24206881132734,767,0,835.2945943791758,1.4748890501327974,3,42.4220946628636,97,0.0
,"cr=closest, ms=allow_rellocation, bl=None",30228.78478645367,120022.8883891044,62.242071086327634,739,0,0,3.0258717394013233,20,163.33346961539368,92,0.0
,"cr=closest, ms=batching, bl=0.01",13977.952450966337,5850.4762254831685,145.54383188488293,738,0,420.72943452911034,2.5411406552922027,87,60.51320454438064,88,0.0
,"cr=closest, ms=batching, bl=0.05",13980.368054027364,5844.18402701368,143.94978931038918,752,0,715.3589014372474,2.4247565791211807,3,40.130821796371244,89,0.0
,"cr=closest, ms=batching, bl=0.1",13262.642915921831,5554.321457960914,153.81998258645137,704,0,721.6760183921758,2.4102728002604494,17,37.11398773004919,79,0.0
,"cr=closest, ms=batching, bl=0.2",13099.86033507443,5478.930167537216,150.0509287695875,703,0,1018.7827885553804,2.330457481286709,80,71.56053345892596,79,0.0
,"cr=shortest, ms=None, bl=None",12053.15580187994,9898.56279552841,114.47094594061656,685,0,1830.4809507001003,0.10765281087528318,86,51.04382872237205,87,0.0
,"cr=longest, ms=None, bl=None",13380.404443548246,10276.75564178927,121.77476683000424,740,0,1678.6965978596643,0.31821207677248886,93,48.61961819609878,90,11.597386765844737
,"cr=closest, ms=None, bl=None",13836.4049164753,7566.274879231304,135.4192301168026,725,0,621.0279859148733,0.6935947772504797,86,57.309891481697456,88,0.0
,"cr=closest, ms=allow_rellocation, bl=None",32674.317519814722,132934.2412777805,56.36545615054258,796,0,0,3.2308071640273663,9,169.76878828195478,84,5.226382088130964
,"cr=closest, ms=batching, bl=0.01",14584.161373054003,6099.580686527001,167.05306544685754,782,0,710.2134212502718,2.2590345094139836,79,49.74963349203329,80,0.0
,"cr=closest, ms=batching, bl=0.05",13484.124567114019,5621.562283557009,147.140620361936,732,0,393.2988100165829,2.347607541514338,80,65.674260314071,81,0.0
,"cr=closest, ms=batching, bl=0.1",13821.596433122957,5787.298216561479,110.12292860704922,740,0,380.2703254360351,3.1734294430413086,112,60.770722251673035,96,0.0
,"cr=closest, ms=batching, bl=0.2",12601.659348390162,5256.82967419508,150.00381056559922,680,0,1420.35863066683,2.1675614950162387,77,73.40607534637944,72,19.60591336563845
,"cr=shortest, ms=None, bl=None",13694.163472927416,8709.490781535354,113.8310982535271,749,0,553.6653424300961,0.9089334372059801,19,30.269292789025442,102,7.358127802704221
,"cr=longest, ms=None, bl=None",11219.687963664499,8596.233927535375,125.00580497575552,482,0,1142.3635029139532,0.10895294369912681,73,31.875220032512768,76,0.0
,"cr=closest, ms=None, bl=None",14355.386879860042,7963.341853763907,146.6979138977846,771,0,412.1772428990091,0.7375409860621162,1,36.512127619336354,25,16.667570181742782
,"cr=closest, ms=allow_rellocation, bl=None",28201.107583698104,115366.79643636744,53.41404475442322,796,0,0,2.997256453289643,13,144.8232183057462,95,12.456722633558934
,"cr=closest, ms=batching, bl=0.01",13775.26420534758,5762.6321026737905,128.80344678380428,739,0,369.4390803379832,2.9501418061475113,96,54.5965446694701,54,0.0
,"cr=closest, ms=batching, bl=0.05",14401.736313886622,6002.368156943312,134.70676206630574,788,0,868.3880843866782,2.543805782951734,98,132.38471581938958,85,0.0
,"cr=closest, ms=batching, bl=0.1",13292.351088206922,5542.175544103462,156.2040510177722,728,0,1394.7817000063142,2.125565059818192,2,37.360974671250865,78,0.0
,"cr=closest, ms=batching, bl=0.2",14291.524270946391,6005.762135473195,116.87832003439063,749,0,611.4841453640073,3.0606379912658386,109,45.481616441653976,101,0.0
,"cr=shortest, ms=None, bl=None",11797.340841394633,9523.881678026244,116.38311183281628,671,0,2111.0168445942327,0.16197977302816075,78,34.63887394867228,83,0.0
,"cr=longest, ms=None, bl=None",14205.930987918133,10887.34849122046,120.28461289674041,765,0,2479.031405822169,0.2751624222368218,91,31.283186815230792,95,5.184678803465155
,"cr=closest, ms=None, bl=None",13011.902604949248,6489.7885516243405,123.30468310130918,707,0,362.6787667517315,1.341451926330723,94,70.94879831591038,95,0.0
,"cr=closest, ms=allow_rellocation, bl=None",27691.19035037074,115259.55947387575,49.35402612335728,750,0,0,3.0037286082694745,6,177.32745393371903,92,0.0
,"cr=closest, ms=batching, bl=0.01",13616.635869837017,5677.31793491851,131.3807608721401,742,0,691.6239346182421,2.628601269427886,95,51.214091242879675,82,0.0
,"cr=closest, ms=batching, bl=0.05",14008.051444084756,5847.525722042378,115.66257927636286,762,0,606.8939118594892,2.9071097691548933,2,40.2241636009686,96,0.0
,"cr=closest, ms=batching, bl=0.1",14323.10755212123,5991.553776060614,156.24758091558462,771,0,667.6994331600802,2.5385744470682603,7,37.3931595995189,83,0.0
,"cr=closest, ms=batching, bl=0.2",14866.284995373293,6266.142497686644,140.34078861686567,765,0,1269.9021899732227,2.720265567402897,97,58.241283401546326,95,9.782308184205604
,"cr=shortest, ms=None, bl=None",10909.72597305598,8811.859482726535,118.79680618845026,657,0,1020.3481723753525,0.08476367669401869,72,32.75187910833045,77,0.0
,"cr=longest, ms=None, bl=None",10345.008102642963,7897.8003485996605,128.90364754298565,458,0,569.6115892601243,0.0880015185274086,66,49.05321807116949,68,18.557200362357005
,"cr=closest, ms=None, bl=None",13900.623320305556,6620.436081423384,123.29937356883215,756,0,303.0975256611251,1.4559998809915191,1,34.79778483031876,97,0.0
,"cr=closest, ms=allow_rellocation, bl=None",30625.842279864628,120810.6472926458,57.71172161906649,778,0,0,3.1114296904248975,14,233.01516311329533,112,0.0
,"cr=closest, ms=batching, bl=0.01",14203.008943386354,5966.004471693179,125.09430816392032,749,0,360.90066311526186,3.036190021818506,4,36.498909384914086,56,5.949316385168538
,"cr=closest, ms=batching, bl=0.05",13412.116609770485,5591.558304885242,113.83152730364291,737,0,262.00049751387115,3.484596411580717,106,46.899570627874944,107,0.0
,"cr=closest, ms=batching, bl=0.1",13868.774001808819,5776.38700090441,122.24515963103785,764,0,472.7777357915627,3.1833469812775492,6,34.917457524661266,102,0.0
,"cr=closest, ms=batching, bl=0.2",13723.253789108669,5736.626894554336,130.99925427289375,738,0,626.8592111867572,2.935613047619897,89,33.28320762882631,92,0.0
,"cr=shortest, ms=None, bl=None",12795.498922348843,10493.533859839965,113.79566117426438,730,0,1432.378235337342,0.09716955036255286,92,35.16279989870004,94,0.0
,"cr=longest, ms=None, bl=None",11373.255679330792,8801.108436763176,121.68397458200194,509,0,1470.3813970017384,0.10546625898661531,71,37.68709271695846,79,0.0
,"cr=closest, ms=None, bl=None",14512.424464641315,8040.19681153029,144.99309103747487,787,0,847.6228093853233,0.7844094171917588,10,40.96672093059448,89,0.0
,"cr=closest, ms=allow_rellocation, bl=None",31823.2596711028,116948.47273871038,105.41956404200894,759,0,0,2.695271353224722,49,162.86236825330704,75,0.0
,"cr=closest, ms=batching, bl=0.01",13529.568940817406,5629.284470408701,133.3732478143618,748,0,369.408216070105,2.9490385948282767,1,37.185079248231276,92,0.0
,"cr=closest, ms=batching, bl=0.05",14983.632091569529,6279.816045784764,141.52235961250082,789,0,576.4296847237409,2.5435268471693577,96,56.322808148989004,97,0.0
,"cr=closest, ms=batching, bl=0.1",14047.253572673571,5888.126786336787,151.40739076948492,747,0,587.5692116823885,2.3940115619279534,82,37.23990553464268,84,0.0
,"cr=closest, ms=batching, bl=0.2",13556.751161403517,5662.375580701759,107.10582797640663,733,0,573.8815355253366,3.296889471378797,111,44.98131592315643,110,0.0
,"cr=shortest, ms=None, bl=None",13011.551141748681,10408.137755021473,113.85337073692072,713,0,1944.7339338346885,0.14207278120596992,95,41.59886883020249,96,0.0
,"cr=longest, ms=None, bl=None",13869.082251618333,8776.432851286032,113.21304375103858,736,0,803.0888446176563,0.9046725014014898,103,49.01989929638465,95,0.0
,"cr=closest, ms=None, bl=None",14311.579075836651,8055.002549448121,153.01901886683163,756,0,952.8476691272101,0.4346719440857661,83,75.71875630543947,82,0.0
,"cr=closest, ms=allow_rellocation, bl=None",28258.115095152847,107822.080368836,69.72603147276725,731,0,0,3.1209438831637115,96,339.0840413800344,95,0.0
,"cr=closest, ms=batching, bl=0.01",14252.271039240748,5947.135519620373,174.17125247088902,772,0,1063.1659195911682,1.7737784686312723,73,66.67010551062471,74,0.0
,"cr=closest, ms=batching, bl=0.05",14079.600583274263,5884.800291637132,122.88229071377954,756,0,875.6368075734583,2.7274002485385886,103,52.930900056776075,71,0.0
,"cr=closest, ms=batching, bl=0.1",14289.590790130034,5971.79539506502,130.95231711117026,775,0,499.0654803329265,3.0417479491686543,98,48.535940865719795,100,0.0
,"cr=closest, ms=batching, bl=0.2",12698.415553397448,5267.707776698724,118.82524487813977,713,0,823.7526932089959,3.007009005667646,92,35.376410247405204,97,0.0
,"cr=shortest, ms=None, bl=None",13300.416034041875,10684.804303734181,121.34190405755477,737,0,1190.8887140501422,0.10035842959471322,89,39.240207555859264,90,9.993663528515327
,"cr=longest, ms=None, bl=None",14083.49390094304,11121.724247731841,128.90379403692032,735,0,1217.9741609350317,0.08670541162910675,15,31.43316290628421,92,0.0
,"cr=closest, ms=None, bl=None",14241.236430961242,7585.389141288128,121.18246288289156,753,0,450.43670789582944,1.3949142545015047,4,37.81881145019704,97,0.0
,"cr=closest, ms=allow_rellocation, bl=None",34207.92438700661,156075.842824492,31.837827894768626,760,0,0,2.7835781679612435,12,211.21860146823582,78,8.144589476828738
,"cr=closest, ms=batching, bl=0.01",13789.781516200987,5751.890758100495,143.62958368841907,748,0,539.0242536889502,2.345233765469691,85,39.72253389285231,87,0.0
,"cr=closest, ms=batching, bl=0.05",14687.573714509335,6154.286857254669,137.3134320720245,782,0,991.8838548344761,2.787032913008364,7,37.96735705845643,93,7.845133383714474
,"cr=closest, ms=batching, bl=0.1",13191.596771594272,5511.298385797136,138.9578976371821,705,0,458.69066383325014,2.6762946334155187,87,65.26720006678073,36,13.218120117564505
,"cr=closest, ms=batching, bl=0.2",13029.01082110477,5416.505410552384,155.13908751940647,726,0,797.1674750565694,2.561292214822759,9,35.44484370147168,76,0.0
,"cr=shortest, ms=None, bl=None",11247.7120734481,9112.005879415734,110.8860105595876,682,0,1577.8070370717683,0.1430704922366184,75,33.096463804828964,83,0.0
,"cr=longest, ms=None, bl=None",12751.695553403191,9973.25410385266,123.64419232911105,634,0,1154.163871330072,0.09388205707271195,84,44.42372856413122,87,0.0
,"cr=closest, ms=None, bl=None",13350.322917119875,6689.869138636248,112.2649447606787,737,0,450.17512251257943,1.9150764149246453,104,77.10769376762839,105,0.0
,"cr=closest, ms=allow_rellocation, bl=None",30026.625264973147,122557.60995206975,53.544691986011735,814,0,0,3.3535139881726064,7,206.67538523437852,40,5.169716879996582
,"cr=closest, ms=batching, bl=0.01",13841.338319829152,5762.669159914575,173.8192395595376,760,0,947.7291387612939,2.0126403717606323,73,79.55441776819019,70,19.53992964738608
,"cr=closest, ms=batching, bl=0.05",14373.710603972157,5983.855301986077,151.45907521350497,786,0,1178.6495341454006,1.9840489625698519,83,60.43895192851799,85,0.0
,"cr=closest, ms=batching, bl=0.1",13884.170653593925,5793.085326796961,139.84124822235742,753,0,954.9621722922094,2.4573588775134994,90,44.56683148442139,91,0.0
,"cr=closest, ms=batching, bl=0.2",13844.83138570072,5782.41569285036,154.7359542333007,747,0,1104.71996694477,2.4362180532879707,82,59.67228253129616,78,20.871879939005428
,"cr=shortest, ms=None, bl=None",13630.264059846064,9795.206785322425,120.32188353383074,728,0,1002.5732602729614,0.7560872629388123,17,27.565530461059232,97,0.0
,"cr=longest, ms=None, bl=None",12015.795375875226,9474.943236562971,115.00916737002984,612,0,1643.428629315951,0.098773238951854,52,28.606105067701243,88,0.0
,"cr=closest, ms=None, bl=None",13727.988794807101,7506.510139003775,134.35919524182796,743,0,580.470362218964,0.8735253358995075,90,63.13378811629142,89,0.0
,"cr=closest, ms=allow_rellocation, bl=None",31795.652496310064,134641.25122642357,44.65506652316832,821,0,0,3.08781319144556,25,173.5225165161318,107,0.0
,"cr=closest, ms=batching, bl=0.01",13913.155771599066,5807.577885799534,125.01608033763877,755,0,391.5825556333418,3.0895420327072567,102,40.681347995413766,101,0.0
,"cr=closest, ms=batching, bl=0.05",14154.572702864503,5908.786351432251,136.55595192187417,766,0,663.1105621865142,2.8664936025071066,3,38.47376367570186,65,4.026986489910223
,"cr=closest, ms=batching, bl=0.1",14441.169974382443,6067.084987191221,127.18993247061738,752,0,512.453067914526,3.0727502879752557,98,35.9307905782381,99,8.350632023747348
,"cr=closest, ms=batching, bl=0.2",12743.853758622681,5290.426879311342,142.50937052146844,703,0,1012.2902356034871,2.118964966998334,80,65.66772611348826,81,0.0
,"cr=shortest, ms=None, bl=None",13032.627493074824,10431.655323771334,116.44996200341012,698,0,1205.878896391276,0.111945413936099,94,34.83228181115367,93,0.0
,"cr=longest, ms=None, bl=None",11386.66054943596,8801.650068254687,118.84358686154349,534,0,974.2239589699461,0.1263355615625389,75,35.8043245770613,76,0.0
,"cr=closest, ms=None, bl=None",14657.907606016006,7907.670017181557,139.11035747425203,772,0,1024.8796602341508,0.8190950954306891,93,63.41707125300488,94,0.0
,"cr=closest, ms=allow_rellocation, bl=None",35835.27935140351,135963.8926283908,92.93011640564882,737,0,0,2.7572974495838753,59,215.10371973680694,81,0.0
,"cr=closest, ms=batching, bl=0.01",13951.50904561285,5820.754522806426,155.94339196404349,757,0,898.0160905265959,2.2814262838374577,79,56.19500043581611,81,0.0
,"cr=closest, ms=batching, bl=0.05",13644.63427429513,5718.3171371475655,131.5891668091118,726,0,712.2986550130486,2.736093886109655,7,37.04997997075037,91,0.0
,"cr=closest, ms=batching, bl=0.1",14624.868041960031,6122.934020980014,145.65523084526123,780,0,922.6751913018367,2.484569722310917,90,61.47706721183346,91,0.0
,"cr=closest, ms=batching, bl=0.2",14082.564126808149,5865.282063404074,126.56380111889536,770,0,511.7007606228304,2.659391767754073,101,47.08418289624703,94,0.0
,"cr=shortest, ms=None, bl=None",12998.790884605227,10524.059978350491,114.67346198879079,720,0,1457.5084660488376,0.1226434524386564,95,44.89057459455788,88,13.874556984735797
,"cr=longest, ms=None, bl=None",14377.793548628142,8173.653474095983,107.99205808312672,763,0,609.8651971834587,1.489856544288159,116,82.90971917097727,115,0.0
,"cr=closest, ms=None, bl=None",13936.644032737096,7318.212676105307,140.14608424175313,741,0,668.4961384589471,0.786905572173892,3,38.03338236683364,88,0.0
,"cr=closest, ms=allow_rellocation, bl=None",30940.199745234313,136787.8256558699,35.123868765297445,768,0,0,2.9164902345654093,13,171.74338298333018,101,0.0
,"cr=closest, ms=batching, bl=0.01",13202.61972654304,5518.309863271521,119.79166092959146,707,0,329.7148091558178,3.054104031480917,91,38.562157543539854,101,0.0
,"cr=closest, ms=batching, bl=0.05",13703.940888443709,5723.9704442218535,124.34798811484491,735,0,506.2260327789721,2.8670809211442325,96,41.28834987950895,98,0.0
,"cr=closest, ms=batching, bl=0.1",14138.086231985633,5914.043115992819,137.822102221139,753,0,487.90760929072854,2.736653699065623,88,48.70518012166454,46,11.84857481758652
,"cr=closest, ms=batching, bl=0.2",14087.275391813266,5881.137695906632,153.70295062657064,760,0,929.8492782283192,2.449692459990408,83,86.7437922562619,84,0.0
,"cr=shortest, ms=None, bl=None",13014.38872203943,10660.952016048632,117.01288514870647,756,0,978.2107829090208,0.07802318348606826,91,70.30245451366285,92,0.0
,"cr=longest, ms=None, bl=None",14370.232565823308,11351.762964401823,119.8007918113163,689,0,2006.462949031622,0.12510053067482602,98,31.874408306140978,101,0.0
,"cr=closest, ms=None, bl=None",13967.108937236775,8040.367417290522,130.0951100397755,758,0,757.7462968346586,0.602884013485943,95,74.69758339882102,88,7.8804206781861605
,"cr=closest, ms=allow_rellocation, bl=None",22538.045692975298,85085.18748378492,53.08661727132988,733,0,0,2.908607000779003,22,111.03131265604463,104,0.0
,"cr=closest, ms=batching, bl=0.01",13395.866013628432,5590.933006814217,159.45038197747516,726,0,387.4470428149167,2.7144345063788413,75,58.90762094928319,77,0.0
,"cr=closest, ms=batching, bl=0.05",14005.254975815535,5828.127487907768,149.29801718876732,771,0,734.5584971571027,2.6932920921261148,1,38.80354739894242,86,13.5219947134879
,"cr=closest, ms=batching, bl=0.1",13377.512299102784,5575.756149551391,155.21976036952537,730,0,767.3016900550796,2.4803812996317265,76,47.75138082643007,56,19.07802419659475
,"cr=closest, ms=batching, bl=0.2",13722.68664800435,5722.843324002175,122.11765032236808,752,0,357.7227631109191,3.289935902806585,101,45.19297772991064,103,0.0
,"cr=shortest, ms=None, bl=None",11106.395984736135,9120.968914733028,111.83376146734365,665,0,733.369069744241,0.11411185880368883,77,38.0856526596415,80,0.0
,"cr=longest, ms=None, bl=None",11250.984507757597,8615.71165413636,120.60559717633326,500,0,1679.3741879716852,0.09318038502572472,78,67.17259682515824,79,0.0
,"cr=closest, ms=None, bl=None",13821.25755116045,8232.131644079302,156.0875797736486,730,0,1329.4589872109539,0.1725143926542285,77,140.7763589030119,74,0.0
,"cr=closest, ms=allow_rellocation, bl=None",28440.213271216577,110277.48719172446,70.16171244913959,753,0,0,2.732745029805912,11,140.12193176731094,33,12.875189595219855
,"cr=closest, ms=batching, bl=0.01",13427.27059459579,5602.135297297895,125.58003607281844,730,0,463.0929010118072,2.771239458566888,96,50.5882050897359,97,0.0
,"cr=closest, ms=batching, bl=0.05",13123.206067098963,5492.103033549482,144.8769332576997,703,0,739.9443183769145,2.49798003511384,81,75.7675628339572,78,0.0
,"cr=closest, ms=batching, bl=0.1",14029.542545905815,5858.271272952907,124.83386690597307,755,0,619.6028248154569,2.845615597910362,102,63.365884351068274,101,0.0
