run_name,cfg,Total money_made,Total distance driven,Average profit,Customers served,Customers cancelled,Waiting time,Average free time,Highest earning taxi id,Highest earning taxi per hour,Lowest earning taxi id,Lowest earning taxi per hour
,"cr=closest, ms=batching, bl=0.01",14883.572293006284,6226.786146503142,174.84891107314948,794,0,1210.3955046967815,1.8705915796339063,77,67.98361352972205,78,0.0
,"cr=closest, ms=batching, bl=0.05",14204.962876188574,5962.481438094288,149.5685814778129,748,0,923.5649742855315,2.391475658347419,86,65.76909964535912,84,0.0
,"cr=closest, ms=batching, bl=0.1",12551.294675318532,5212.147337659266,142.08475565168746,700,0,419.8754734075306,3.0075266318063085,81,81.20651152381441,32,1.742855394105007
,"cr=closest, ms=batching, bl=0.2",13246.556567310612,5553.778283655304,118.97844029979942,700,0,829.934584774682,2.961488942499051,101,92.14929739672903,97,0.0
,"cr=shortest, ms=None, bl=None",14221.477225761066,10545.976027145818,114.2668115125651,760,0,967.961334412065,0.4017963872477381,106,112.0109459802148,102,9.537221026279175
,"cr=longest, ms=None, bl=None",13269.877785763745,9912.070383312059,115.1782011132789,704,0,1781.2485529008593,0.5084307421165783,95,48.16915103714846,96,0.0
,"cr=closest, ms=None, bl=None",13746.412745040569,7460.196229601036,140.8548678059812,743,0,439.9873872750029,0.6650844022576669,10,39.11144701223419,87,0.0
,"cr=closest, ms=allow_rellocation, bl=None",36755.02872045687,173965.28610627193,20.020117338800564,767,0,0,2.985298442442643,98,399.4438697224907,96,0.0
,"cr=closest, ms=batching, bl=0.01",13504.411515765993,5642.205757882997,130.27337225462523,718,0,304.8526126765726,2.8775983226106745,94,39.599253334628855,40,13.675881148384985
,"cr=closest, ms=batching, bl=0.05",13596.73510921796,5674.867554608978,141.61092725336547,732,0,554.0862358797647,2.8359564069346166,87,45.55644321785974,73,15.647810976022868
,"cr=closest, ms=batching, bl=0.1",13437.032145802334,5607.016072901167,121.93692011110988,727,0,402.31279141256874,3.1785699853406886,6,34.9970890747086,99,0.0
,"cr=closest, ms=batching, bl=0.2",13817.899577754084,5762.949788877043,137.66640891281176,742,0,1065.2046039586824,2.4335053766973185,91,80.85325368028992,92,0.0
,"cr=shortest, ms=None, bl=None",14044.959957194054,10307.447252925826,115.22567794816236,753,0,1029.96684135622,0.43110331572859467,100,54.39744080329312,101,0.0
,"cr=longest, ms=None, bl=None",12731.691327699604,9893.515422034377,125.03474701503173,601,0,1638.9285485198968,0.12366233043285564,85,37.590203474247765,86,0.0
,"cr=closest, ms=None, bl=None",12983.369712546544,7377.435622587992,140.34003156132854,708,0,674.1631168946831,0.5326851027842251,82,65.12181651457273,54,17.44195219150568
,"cr=closest, ms=allow_rellocation, bl=None",29356.895274527316,112475.7639317403,76.24158320199177,777,0,0,2.987030464383543,88,155.96615946130143,90,0.0
,"cr=closest, ms=batching, bl=0.01",14066.542048117302,5875.271024058651,153.4700933726854,765,0,1552.672440411915,2.0197696295782075,81,51.41370690520478,82,0.0
,"cr=closest, ms=batching, bl=0.05",13980.085507197477,5848.542753598738,158.15280193182377,747,0,716.8578254657858,2.6218009346434505,81,43.05246002726114,67,10.717437525028528
,"cr=closest, ms=batching, bl=0.1",14434.852343609922,6036.926171804961,143.77681640487967,773,0,512.924568179152,2.808806503361167,90,55.49223413295855,66,12.368780618790003
,"cr=closest, ms=batching, bl=0.2",14749.806727903448,6159.903363951726,146.93289190340332,792,0,1305.2737106538966,2.4169025869808864,92,91.56554865575765,85,14.067469364637372
,"cr=shortest, ms=None, bl=None",12900.355469802042,10463.755668818718,114.97451421317342,736,0,900.4249976854973,0.11355959209263466,92,33.62466509147761,94,9.775683326085197
,"cr=longest, ms=None, bl=None",13496.787272696252,10554.613292820892,118.60275639720903,645,0,1642.4066926559035,0.12090714617839894,93,49.5334313134171,94,0.0
,"cr=closest, ms=None, bl=None",13599.636566961144,6640.842296459235,119.14046706475047,750,0,336.60391280235837,1.5086055114052395,101,62.0472698102668,89,0.0
,"cr=closest, ms=allow_rellocation, bl=None",30280.39869415642,123339.12627369745,57.86158184965904,772,0,0,2.89246923769334,9,151.05403388357658,97,0.0
,"cr=closest, ms=batching, bl=0.01",13381.19071691399,5573.095358456995,131.8986198411032,732,0,584.7075970636189,2.8317627193135775,92,152.8834895461628,91,0.0
,"cr=closest, ms=batching, bl=0.05",14032.72880339623,5870.364401698113,166.99553146826761,748,0,1168.8090590858615,1.8078116321658446,77,70.32307019118694,76,0.0
,"cr=closest, ms=batching, bl=0.1",14403.898566962438,6024.449283481218,130.683254557091,769,0,783.774391661093,3.1193854664367175,97,47.23108608094285,99,0.0
,"cr=closest, ms=batching, bl=0.2",13998.286497970637,5829.143248985318,149.2146261415531,768,0,974.1914228629871,2.8027654367260864,85,53.50402578679074,86,0.0
,"cr=shortest, ms=None, bl=None",9682.983154873786,7924.925846564774,107.97330647414445,597,0,1394.5575822121712,0.12237534308712462,72,38.53224097233505,73,0.0
,"cr=longest, ms=None, bl=None",12621.863229304932,9893.341794147444,118.2577207830605,635,0,1183.3016270366395,0.10782424384352643,88,53.92174960457051,87,0.0
,"cr=closest, ms=None, bl=None",14425.759804902053,7649.287379893103,131.59084009105538,773,0,945.0499097840375,0.9684067875161906,97,45.45514282395606,95,0.0
,"cr=closest, ms=allow_rellocation, bl=None",26264.479195415028,101587.07567878928,62.6006743121809,757,0,0,2.7060584517619124,55,104.42262954684256,72,0.0
,"cr=closest, ms=batching, bl=0.01",13261.795887951634,5519.397943975817,151.9739537394559,733,0,711.5550942290671,2.4014273194074263,80,42.675771048651555,77,11.95473060931805
,"cr=closest, ms=batching, bl=0.05",13521.217402940798,5635.608701470399,112.67359693315193,736,0,383.775520304655,3.2948815710553965,109,57.38482065596198,110,0.0
,"cr=closest, ms=batching, bl=0.1",13823.884877496059,5758.442438748033,134.81059989091975,760,0,492.52653193387744,2.9596372659085763,93,48.77752288866501,94,0.0
,"cr=closest, ms=batching, bl=0.2",13526.647145609855,5626.323572804928,137.79313812276516,745,0,558.2509551466128,2.657810076391482,88,42.101639309176385,89,0.0
,"cr=shortest, ms=None, bl=None",12901.07669485351,10373.342731841894,107.19215988599139,700,0,1410.7614281573815,0.1321305579797943,99,112.35604005832154,96,0.0
,"cr=longest, ms=None, bl=None",12882.945800556667,9999.097919178517,125.09340478989613,605,0,1445.2150782280685,0.10242644960960422,86,38.786586712308754,87,0.0
,"cr=closest, ms=None, bl=None",13801.52443608105,7917.500182923599,142.0700511569341,764,0,731.5652319287882,0.4460618975148737,3,39.11922080897817,85,0.0
,"cr=closest, ms=allow_rellocation, bl=None",40944.462035634424,167490.3609381085,86.58592846526427,782,0,0,2.6525512163808487,82,368.20655306045427,85,0.0
,"cr=closest, ms=batching, bl=0.01",14680.393360665887,6161.196680332945,124.51994467221571,772,0,679.1583665747969,2.9362640725752693,103,41.54384292894711,108,0.0
,"cr=closest, ms=batching, bl=0.05",13607.044535409417,5696.52226770471,132.63553278583478,729,0,351.75300832089124,2.735495411334918,93,48.55856181765416,84,0.0
,"cr=closest, ms=batching, bl=0.1",14286.28868842351,5985.144344211753,128.32607666256033,760,0,514.9137603890031,2.9396802958068635,100,54.72743665054464,101,0.0
,"cr=closest, ms=batching, bl=0.2",13694.17923640112,5698.089618200561,128.10776849756132,753,0,548.1864687885839,2.8416316115804414,96,33.68623022306607,94,0.0
,"cr=shortest, ms=None, bl=None",14342.36842238823,8452.495342849583,124.03793484135599,783,0,651.7401548824788,1.1751507246314685,98,36.264856284934865,102,0.0
,"cr=longest, ms=None, bl=None",12919.981022341806,10181.248267964844,120.93034854165373,632,0,1163.3204873452098,0.1272839932333833,88,60.3736951110168,89,0.0
,"cr=closest, ms=None, bl=None",14136.126687232703,7941.85857099126,142.58812469357332,744,0,1124.8746093192162,0.5639977034642706,2,40.209416974227196,87,0.0
,"cr=closest, ms=allow_rellocation, bl=None",29956.72582021431,109738.66010749986,78.51954704621883,757,0,0,3.004440847952211,13,165.67559887383206,100,0.0
,"cr=closest, ms=batching, bl=0.01",14576.546161699358,6092.773080849679,146.7911158849387,781,0,755.1390133952474,2.4906985084838222,91,59.07185528320455,90,0.0
,"cr=closest, ms=batching, bl=0.05",14117.077417217322,5891.538708608661,145.37943455613026,764,0,667.8685542493276,2.3945757896957596,89,55.99617095361356,85,7.232341956303377
,"cr=closest, ms=batching, bl=0.1",14423.59782901186,6056.798914505932,151.864805127709,766,0,513.4382893326211,2.4870548580678027,85,52.52309389986859,86,0.0
,"cr=closest, ms=batching, bl=0.2",13761.00284735298,5773.50142367649,118.92738266620452,718,0,499.7398857030049,3.2168366864447515,99,41.06586063053281,106,0.0
,"cr=shortest, ms=None, bl=None",13357.113359589493,10613.613049293486,117.02490364302905,728,0,1166.6915403166627,0.1388433499296822,82,31.464855604814748,94,0.0
,"cr=longest, ms=None, bl=None",13320.784951341744,8127.0319598013075,118.1351369634493,718,0,598.5991157697814,1.029132629914576,97,88.0894345179577,99,0.0
,"cr=closest, ms=None, bl=None",14169.491755424653,7404.204789612575,120.84429330954418,769,0,750.2433904984442,1.2418738391882687,100,48.767496856211984,103,0.0
,"cr=closest, ms=allow_rellocation, bl=None",31217.5981183428,123428.6809049775,69.48789295050318,766,0,0,2.8438670401284183,3,160.7940484366615,90,0.0
,"cr=closest, ms=batching, bl=0.01",14190.324375806536,5914.66218790327,139.86442944328905,774,0,883.3212852193983,2.847813056944844,2,41.51665395421742,93,0.0
,"cr=closest, ms=batching, bl=0.05",14150.334027987323,5908.16701399366,156.24940512275415,763,0,832.4552324711217,2.214165442174327,81,58.04618963051817,82,0.0
,"cr=closest, ms=batching, bl=0.1",13996.98087863993,5846.490439319967,152.71050941399926,758,0,431.57341804378575,2.7009313905375683,82,38.604623604458986,61,13.991327939484735
,"cr=closest, ms=batching, bl=0.2",13283.361747912873,5545.180873956437,144.9324472990665,724,0,656.6349826337284,2.517814706086479,80,41.14400813461456,40,13.729505324700204
,"cr=shortest, ms=None, bl=None",12392.79806256246,9994.594367088665,115.4875465460525,717,0,1165.3405175650198,0.09886943528843069,86,44.946878756466184,85,0.0
,"cr=longest, ms=None, bl=None",12611.957569539132,9917.0023334943,123.58787328884033,630,0,1943.9964124734229,0.0890559370518981,1,29.461188043474785,85,14.449526709056062
,"cr=closest, ms=None, bl=None",13608.00071687433,7257.486871457838,130.71508970519093,736,0,464.6220140372443,0.9763993092339242,89,42.481422118776266,93,0.0
,"cr=closest, ms=allow_rellocation, bl=None",25403.983880219468,89194.32458199172,72.74152849827996,749,0,0,3.0374972379741854,17,109.95059896016468,104,0.0
,"cr=closest, ms=batching, bl=0.01",12532.56469046351,5193.782345231756,143.67260276771452,703,0,378.3169841876458,2.8447120854161816,76,52.255336676072254,26,7.2814098704833015
,"cr=closest, ms=batching, bl=0.05",13877.922019447424,5788.461009723711,128.4871698737644,755,0,520.8619598690004,2.9575696353081344,97,47.19485551006104,98,0.0
,"cr=closest, ms=batching, bl=0.1",13402.287482836722,5588.143741418363,133.52889928862015,731,0,408.1782616599959,2.786199622965295,89,51.446651784826145,92,0.0
,"cr=closest, ms=batching, bl=0.2",13369.099069333235,5589.549534666618,161.1998573999988,716,0,2091.6490029981637,2.0901538207808437,72,42.920971262356986,74,0.0
,"cr=shortest, ms=None, bl=None",11879.021246815359,9725.52748512802,114.18293965275582,705,0,1249.496801387612,0.0997259159914196,85,59.81033204103366,86,0.0
,"cr=longest, ms=None, bl=None",12778.353806763083,9857.003805591807,122.806284609599,635,0,1821.5711737363292,0.07971913022849562,88,120.42943832982802,74,18.410763865306183
,"cr=closest, ms=None, bl=None",14001.465446890323,8020.233561150178,139.2968397152842,770,0,490.8226233675593,0.5811186239012331,89,72.05267584785284,87,0.0
,"cr=closest, ms=allow_rellocation, bl=None",27204.241087366066,108788.81583932185,58.564278704319335,748,0,0,2.9759039807072423,78,125.55532407343757,90,0.0
,"cr=closest, ms=batching, bl=0.01",13495.613338411482,5639.306669205741,164.90336006093767,728,0,1008.678937469908,1.9502094167934205,72,57.917964231000894,75,0.0
,"cr=closest, ms=batching, bl=0.05",13712.144692233944,5725.072346116972,144.44977267828207,734,0,859.5081805814056,2.4746873206007978,85,53.076246956997565,87,0.0
,"cr=closest, ms=batching, bl=0.1",14283.684248580006,5974.842124290004,147.0642227384495,762,0,881.25352940103,2.4299797231129245,3,37.90933433454074,89,0.0
,"cr=closest, ms=batching, bl=0.2",12559.254123741212,5223.627061870608,166.8772277009723,693,0,1406.225778852504,2.2187587357594376,66,36.56300460682204,69,0.0
,"cr=shortest, ms=None, bl=None",13091.667614265185,10195.539386745568,120.13651887952254,701,0,1841.3816501460963,0.113809502629046,85,36.272791302003164,91,0.0
,"cr=longest, ms=None, bl=None",10931.325411057049,8319.677662879003,128.71374831223957,468,0,926.0493935190788,0.09645767659698695,72,94.34912545259006,63,17.47614071941147
,"cr=closest, ms=None, bl=None",13855.74479957518,6460.215349485951,113.18650206917115,749,0,286.2074774472511,2.0290762851799737,5,38.94136904622701,109,0.0
,"cr=closest, ms=allow_rellocation, bl=None",32913.050971045624,140962.38576726132,50.758858253691926,780,0,0,3.1130888349001453,16,192.84821243530968,40,8.005129494687374
,"cr=closest, ms=batching, bl=0.01",14169.041179877137,5916.020589938566,133.87460888545792,761,0,524.4790403447242,2.9873550184496813,97,100.79077024435179,63,11.589204911985355
,"cr=closest, ms=batching, bl=0.05",14156.823962964123,5920.411981482062,132.37491394558887,767,0,496.31538270065835,3.0340473103215815,3,35.00339889538724,98,0.0
,"cr=closest, ms=batching, bl=0.1",13727.260858949678,5722.130429474839,141.38016598937878,749,0,398.79121129801774,2.861840531790383,87,52.73375302658003,89,0.0
,"cr=closest, ms=batching, bl=0.2",12977.287373837757,5396.643686918877,108.16326033139975,717,0,541.0216202436487,3.104507296423213,102,36.97426198359366,99,0.0
,"cr=shortest, ms=None, bl=None",11734.821164393845,9586.808586988614,118.28264393971226,689,0,1414.5063437828137,0.08720129666201053,75,31.277041175352156,83,0.0
,"cr=longest, ms=None, bl=None",14390.054833240441,10425.956877284227,111.86239507075994,772,0,2061.9146016432323,0.897546918763626,106,31.867122426698778,108,0.0
,"cr=closest, ms=None, bl=None",13715.273206362517,6968.389918218301,121.99599230414712,767,0,536.9645862896241,1.388120738730318,95,36.644058095841,99,0.0
,"cr=closest, ms=allow_rellocation, bl=None",25980.298515834882,104464.53511470572,57.81126696470147,730,0,0,2.7709320176382444,9,100.50524691961797,85,0.0
,"cr=closest, ms=batching, bl=0.01",14418.84391121029,6037.921955605147,151.85355770217546,770,0,714.8365790763143,2.4416331136034315,1,36.93815907431267,85,0.0
,"cr=closest, ms=batching, bl=0.05",13015.943589380298,5417.471794690149,124.29634615044027,716,0,325.7268955809266,2.9398672019095007,92,40.742492755677674,85,0.0
,"cr=closest, ms=batching, bl=0.1",14327.1282542858,6001.0641271429,115.1483809548879,765,0,433.683208575699,3.2025264601614905,111,50.70218186677975,52,0.0
,"cr=closest, ms=batching, bl=0.2",14275.256644852476,5946.628322426239,134.9065049522395,777,0,551.8101803734762,2.991908911965219,97,41.61885393747524,96,0.0
,"cr=shortest, ms=None, bl=None",13202.736841433756,9811.86947797405,122.17785810694507,749,0,774.0387531115304,0.24550753775864823,87,35.552729055065875,92,0.0
,"cr=longest, ms=None, bl=None",11230.064372940024,8695.703083327626,117.17189822561096,509,0,1403.198527241304,0.1259044445081425,63,31.518313964721198,81,0.0
,"cr=closest, ms=None, bl=None",13919.63917835802,7406.693785360224,126.92143287026512,754,0,459.4608613793118,1.2899564956719338,98,59.61433623338403,94,0.0
,"cr=closest, ms=allow_rellocation, bl=None",23692.99770667479,93396.11652459497,50.137744017557836,746,0,0,3.1619306868710813,22,138.55875564082274,100,0.0
,"cr=closest, ms=batching, bl=0.01",14311.425702050532,5994.712851025265,135.1802384726338,764,0,384.40652606208306,2.6490114781073597,95,94.64604201560942,88,0.0
,"cr=closest, ms=batching, bl=0.05",14227.809629595235,5948.4048147976155,134.41369759418257,766,0,362.0226502360838,2.9577622918933346,2,35.88744651010919,97,0.0
,"cr=closest, ms=batching, bl=0.1",13091.857571547442,5429.928785773721,157.97199755779863,730,0,970.7925099927281,2.205370581245125,76,73.49496773379589,68,20.32182653834595
,"cr=closest, ms=batching, bl=0.2",14911.0455352012,6225.5227676006,136.65940981681078,806,0,789.3605827113619,2.604523952513556,99,101.53888632711187,100,0.0
,"cr=shortest, ms=None, bl=None",12034.806306061477,9688.239760048775,109.7517212396926,679,0,1377.6904653542372,0.13270255241643572,86,42.60838296486267,92,0.0
,"cr=longest, ms=None, bl=None",13838.528385851167,10875.432622451253,120.24166867382394,721,0,2254.856919313335,0.10932289973849554,91,47.23534463128226,95,0.0
,"cr=closest, ms=None, bl=None",13865.082638703043,7897.625087048843,144.53597201521495,755,0,473.7402785297751,0.6888836421478398,77,44.26709636718718,85,0.0
,"cr=closest, ms=allow_rellocation, bl=None",34012.68710703165,141599.42449878808,75.90402943032039,714,0,0,2.6725161456566413,11,234.93148704862065,72,0.0
,"cr=closest, ms=batching, bl=0.01",12998.877976528243,5413.438988264122,108.32900162614017,710,0,284.18433067280654,3.4375451063775877,3,31.316732086456778,109,0.0
,"cr=closest, ms=batching, bl=0.05",13810.30219496282,5784.651097481411,120.50830452825278,728,0,295.21781781293936,3.2713351136461433,100,41.75421958619022,103,0.0
,"cr=closest, ms=batching, bl=0.1",13845.737210721627,5773.8686053608135,120.86631894904257,748,0,526.3483162823054,3.0313904345868856,104,68.19426837828799,99,0.0
,"cr=closest, ms=batching, bl=0.2",14221.72922239094,5936.3646111954695,120.68941018659116,771,0,603.4184161467722,3.107426088156746,2,33.69141572718835,108,0.0
,"cr=shortest, ms=None, bl=None",10918.306615984335,8951.059195713364,111.31822898587396,653,0,1735.7062326852918,0.1392063963045507,73,33.821135104532345,82,0.0
,"cr=longest, ms=None, bl=None",12634.699756680717,9848.889891138615,117.1969426203626,589,0,2227.2229640219016,0.11744640006153771,89,48.24103746011337,91,0.0
,"cr=closest, ms=None, bl=None",13657.303317499383,8434.493018349225,137.59085877964998,733,0,601.4336014508264,0.4897640947716358,83,43.792335623539984,85,0.0
,"cr=closest, ms=allow_rellocation, bl=None",26271.724435881955,98003.43510026831,75.80724336168527,733,0,0,2.7666927027976063,6,145.69259866506144,68,18.50011463002318
,"cr=closest, ms=batching, bl=0.01",12551.514695954884,5215.257347977444,117.43329822815716,699,0,565.1795741303649,3.08762130625572,2,37.90823674171202,95,0.0
,"cr=closest, ms=batching, bl=0.05",12442.726546210248,5178.863273105126,134.1994575481085,684,0,809.1135451789801,2.702374220380842,80,39.84780950228405,85,0.0
,"cr=closest, ms=batching, bl=0.1",13724.647332149027,5722.323666074516,155.3108962831373,746,0,1452.8996211202182,2.061366991404512,80,95.68718617694148,81,0.0
,"cr=closest, ms=batching, bl=0.2",13953.538136861845,5836.769068430923,130.47126860383335,747,0,470.781434030015,3.111576930737329,96,99.81586440945688,98,0.0
,"cr=shortest, ms=None, bl=None",13071.855687572559,10408.510900811561,115.68582639379206,725,0,1314.1756493734927,0.1046475562567166,88,64.47193632666581,89,0.0
,"cr=longest, ms=None, bl=None",12915.899746675297,8844.733795633289,122.49398887416085,689,0,1247.6851555697665,0.5141475389626721,91,53.11320283813299,85,16.98105710303972
,"cr=closest, ms=None, bl=None",13445.198037710794,6713.194646895981,117.500573867297,710,0,266.16277548423096,1.6496732138089945,103,100.30625344139844,101,0.0
,"cr=closest, ms=allow_rellocation, bl=None",32395.98340052789,125835.45357350372,80.32102984252391,782,0,0,2.552296631598167,54,200.6676894745451,88,0.0
,"cr=closest, ms=batching, bl=0.01",13730.719520378887,5744.859760189443,132.43944808779995,732,0,482.1022875222781,2.7102415197264884,91,79.24079931313405,92,0.0
,"cr=closest, ms=batching, bl=0.05",14181.006636547192,5955.003318273596,136.73690497781556,745,0,367.23387048431715,2.8769701933322986,95,50.12750263805422,94,0.0
,"cr=closest, ms=batching, bl=0.1",13835.737411452832,5782.368705726417,162.55466243984034,739,0,1061.7717120653879,2.094927709954009,78,50.83261560439063,66,24.106384599482215
,"cr=closest, ms=batching, bl=0.2",13965.867765166495,5826.4338825832465,137.64065579193382,761,0,1380.697107760748,2.2946726223363347,86,38.839510854033335,87,10.329727999026376
,"cr=shortest, ms=None, bl=None",12305.373440550711,10117.887697566475,109.38080745784487,693,0,1126.3016087252568,0.10449325041670712,88,38.34036341189291,92,0.0
,"cr=longest, ms=None, bl=None",12606.668063807816,9772.72218331233,125.31910149582764,577,0,810.1485474424569,0.07911229483287964,81,35.37123704737104,85,0.0
,"cr=closest, ms=None, bl=None",13983.373931120193,7641.918502726436,129.73948156848857,743,0,774.5711013319113,1.2107831750659852,94,92.41289062799737,69,0.0
,"cr=closest, ms=allow_rellocation, bl=None",23628.718137221425,80046.93718968004,81.05670956686615,718,0,0,2.8061092794729183,12,97.68499496052362,93,0.0
,"cr=closest, ms=batching, bl=0.01",13656.138054463408,5674.569027231704,140.68791291030408,761,0,974.1224726351127,2.448675314720861,6,42.396946322581265,75,0.0
,"cr=closest, ms=batching, bl=0.05",14620.185908143209,6143.092954071605,155.715899038708,764,0,616.1130725996965,2.492415875756052,85,53.310706837588924,86,0.0
,"cr=closest, ms=batching, bl=0.1",14164.343988599905,5946.6719942999525,145.78662460381926,741,0,811.0565310598039,2.5688046704420864,89,38.968792560440875,57,16.347145698609133
,"cr=closest, ms=batching, bl=0.2",14673.727099347105,6111.363549673553,138.6747875197154,805,0,1043.3463038082384,2.4353317985016156,97,48.46770484777983,96,0.0
,"cr=shortest, ms=None, bl=None",12857.059389265629,8617.802190076189,99.40624063616414,694,0,556.0439321350475,1.1312089307802182,96,28.01173836731342,99,0.0
,"cr=longest, ms=None, bl=None",13506.943638036671,10576.918599239843,116.2404073284561,675,0,1932.346787186505,0.11285853641150456,62,29.12881097371021,97,0.0
,"cr=closest, ms=None, bl=None",13338.173972778806,6866.222168091246,118.46464890257973,713,0,448.75140039918034,1.5340944820190974,95,44.92470090071467,99,0.0
,"cr=closest, ms=allow_rellocation, bl=None",36193.915896881714,156233.37030876672,58.89573613247995,759,0,0,2.6503200906180022,10,228.2423784833225,82,0.0
,"cr=closest, ms=batching, bl=0.01",13617.888248057234,5661.444124028617,131.42736235001593,754,0,682.7863536500606,2.9972150155004647,2,41.33165722789395,54,7.355404197212539
,"cr=closest, ms=batching, bl=0.05",13502.65496256209,5656.327481281045,167.18093873386331,711,0,1411.839386687865,2.006441215773471,74,111.61731537425308,56,22.10556071427717
,"cr=closest, ms=batching, bl=0.1",13516.964274808264,5628.982137404132,126.44048823803506,738,0,377.3618526700279,3.023488349524289,96,70.0868931057287,95,0.0
,"cr=closest, ms=batching, bl=0.2",13088.21114128213,5470.105570641065,119.9419002715392,703,0,339.21649710425686,3.1764903853976687,90,37.1594550187289,100,0.0
,"cr=shortest, ms=None, bl=None",13261.339791676945,9421.974381126862,125.0213726972701,700,0,769.8955500544464,0.44628005671672066,85,35.833534876828644,91,0.0
,"cr=longest, ms=None, bl=None",12549.869178968604,9834.61126958725,125.98746339346603,594,0,1709.0571998963476,0.10875095094884359,82,68.39347172212561,83,0.0
,"cr=closest, ms=None, bl=None",14147.327132440598,7923.417569805949,146.07725137766755,765,0,1110.858564936955,0.576384645059051,2,40.33559315281089,85,0.0
,"cr=closest, ms=allow_rellocation, bl=None",26425.005726141633,98136.0798764899,76.37966012183874,740,0,0,2.718637347680487,19,124.64116760435432,84,0.0
,"cr=closest, ms=batching, bl=0.01",14506.882658753873,6077.441329376937,116.59117888489905,771,0,612.627870964314,3.1829743943347233,111,44.17607624598695,112,0.0
,"cr=closest, ms=batching, bl=0.05",13598.00375702849,5672.501878514247,143.25865955546723,741,0,526.2550346136918,3.0698965712124515,87,54.68543582576508,49,10.687324438117205
,"cr=closest, ms=batching, bl=0.1",13925.388436993398,5824.194218496701,159.50686991617573,748,0,1006.1721264037656,2.4209186005183145,79,54.84968785193806,80,0.0
,"cr=closest, ms=batching, bl=0.2",14063.811986542065,5867.9059932710325,123.94452680661409,761,0,902.8854708790154,3.078759805462467,103,40.63568739033059,101,0.0
,"cr=shortest, ms=None, bl=None",12297.655179480562,10013.429982998303,113.1315294822077,711,0,1043.1624635432304,0.1199855464563274,76,30.694853938452784,87,0.0
,"cr=longest, ms=None, bl=None",14036.305023592193,10784.504535756778,130.54290237847067,750,0,1368.5523572289562,0.1257071615003546,90,34.5870688016675,91,0.0
,"cr=closest, ms=None, bl=None",13281.210489814184,7048.601992354552,133.38752911621657,745,0,483.98863922627186,0.8715065185175801,86,43.83640906350712,70,16.566233235418714
,"cr=closest, ms=allow_rellocation, bl=None",28334.96928474509,100986.76243942673,83.03690609040555,771,0,0,2.666600968578526,15,127.53648676961147,83,0.0
,"cr=closest, ms=batching, bl=0.01",13867.12767785516,5786.063838927576,129.69300928642494,753,0,798.369296499892,2.8016418093687836,98,49.19302632416711,70,0.0
,"cr=closest, ms=batching, bl=0.05",14088.658696734963,5908.8293483674815,131.70298803123933,745,0,389.51736554319655,2.8329277375746127,98,37.97534317105045,91,7.264075852904131
,"cr=closest, ms=batching, bl=0.1",13530.941528995467,5646.470764497734,133.35104705479486,733,0,448.11996452829425,2.669464970943073,8,36.616617255209306,90,0.0
,"cr=closest, ms=batching, bl=0.2",12247.017736898688,5091.508868449347,160.41022804584043,676,0,1697.6348690493498,2.3433373262778527,70,40.95273814932893,69,18.506297845541578
,"cr=shortest, ms=None, bl=None",13018.807823066105,8581.508764233067,110.8088830413676,710,0,774.8680063218799,0.8646382363159788,98,46.71185025554362,92,0.0
,"cr=longest, ms=None, bl=None",13799.932974386309,10915.42204767942,122.28261647210984,666,0,1917.5753162738797,0.10356263386755764,94,32.46565907266056,95,0.0
,"cr=closest, ms=None, bl=None",13018.619306539751,6183.473451635065,125.33962357673126,713,0,509.6668216617858,1.4578912038632195,1,39.382730864441235,91,0.0
,"cr=closest, ms=allow_rellocation, bl=None",29159.824618039354,110550.88517771795,90.38009721148421,723,0,0,2.893115189356747,20,194.35543668209397,78,0.0
,"cr=closest, ms=batching, bl=0.01",14478.701045030743,6058.85052251537,123.99000878997818,781,0,465.9540697172264,2.9415798902919494,4,38.44135536120367,98,0.0
,"cr=closest, ms=batching, bl=0.05",14485.188915508536,6018.594457754269,125.29688701846865,806,0,961.4156929570544,2.9965985966505935,3,40.76523288824621,104,0.0
,"cr=closest, ms=batching, bl=0.1",13934.483422252133,5828.741711126065,125.18367725516593,748,0,548.4363531681936,3.043981331741572,102,56.434270098657144,98,0.0
,"cr=closest, ms=batching, bl=0.2",13591.556996456224,5693.278498228111,132.47767337032553,724,0,638.7173771411342,3.15567623541641,7,33.096150678720925,94,0.0
,"cr=shortest, ms=None, bl=None",8939.818497631337,7357.603345936463,103.72635872838951,583,0,585.2128260021179,0.10143184805259686,70,78.04192804260961,71,0.0
,"cr=longest, ms=None, bl=None",11961.427621083796,9221.386694604445,126.46437852703639,555,0,1346.8933323102458,0.12874248753745507,79,39.982869752571894,80,0.0
,"cr=closest, ms=None, bl=None",14055.606419705642,7166.548273346018,124.97323529739049,754,0,456.2791406408651,1.4190865904555239,9,35.58670773048961,87,11.800251590313653
,"cr=closest, ms=allow_rellocation, bl=None",30594.726800818615,118124.07925264756,77.44345500321229,792,0,0,2.406797107130985,32,128.34471240104565,90,0.0
,"cr=closest, ms=batching, bl=0.01",13983.864905521952,5850.432452760978,140.81075181285442,747,0,671.6444866673031,2.2884276206473904,86,42.38595373326663,87,0.0
,"cr=closest, ms=batching, bl=0.05",14438.659914732996,6049.329957366497,148.63813396921006,767,0,703.5923850905667,2.5134287919415765,7,38.12363872826349,89,0.0
